,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoline_type,price,emi_per_month,zero_downpayment,city,state
1017,Honda Amaze,Honda,1.2 SX MT I VTEC ,2015,Manual,62723,1,Petrol,497199,11060,Zero downpayment,Chennai,Tamilnadu
1018,Volkswagen Vento,Volkswagen,HIGHLINE TDI AT ,2015,Automatic,91087,2,Diesel,667399,14846,Zero downpayment,Chennai,Tamilnadu
1019,Honda City,Honda,V MT PETROL ,2017,Manual,81387,1,Petrol,747699,16632,Zero downpayment,Chennai,Tamilnadu
1020,Maruti Baleno,Maruti,LPHA DDIS 190 ,2017,Manual,54937,1,Diesel,669499,14893,Zero downpayment,Chennai,Tamilnadu
1021,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,32490,1,Petrol,603499,13425,Zero downpayment,Chennai,Tamilnadu
1022,Maruti Swift Dzire,Maruti,VXI OPT ,2017,Manual,29105,1,Petrol,562399,12510,Zero downpayment,Chennai,Tamilnadu
1023,Hyundai Creta,Hyundai,1.6 SX CRDI ,2017,Manual,123920,2,Diesel,854099,18999,Zero downpayment,Chennai,Tamilnadu
1024,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT ,2016,Manual,97408,1,Diesel,648199,14419,Zero downpayment,Chennai,Tamilnadu
1025,Hyundai Grand i10,Hyundai,STA 1.2 KAPPA VTVT ,2014,Manual,65341,2,Petrol,457299,10172,Zero downpayment,Chennai,Tamilnadu
1026,Maruti Vitara Brezza,Maruti,ZDI + AMT ,2018,Automatic,58201,1,Diesel,899099,20000,Zero downpayment,Chennai,Tamilnadu
1027,Tata Hexa,Tata,Varicor 400 XT ,2019,Manual,46337,1,Diesel,1862899,41439,Zero downpayment,Chennai,Tamilnadu
1028,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2018,Manual,50388,1,Diesel,851899,18950,Zero downpayment,Chennai,Tamilnadu
1029,Hyundai NEW SANTRO,Hyundai,1.1 SPORTS AMT ,2018,Automatic,31012,1,Petrol,543299,12085,Zero downpayment,Chennai,Tamilnadu
1030,Hyundai Creta,Hyundai,1.4 E PLUS CRDI ,2019,Manual,94409,1,Diesel,924999,20576,Zero downpayment,Chennai,Tamilnadu
1031,Maruti Vitara Brezza,Maruti,ZDI ,2019,Manual,52270,1,Diesel,879099,19555,Zero downpayment,Chennai,Tamilnadu
1032,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2018,Manual,67833,1,Petrol,830399,18472,Zero downpayment,Chennai,Tamilnadu
1033,Honda Jazz,Honda,1.2 VX AT ,2019,Manual,4355,1,Petrol,835599,18587,Zero downpayment,Chennai,Tamilnadu
1034,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2019,Manual,35220,1,Petrol,540299,12019,Zero downpayment,Chennai,Tamilnadu
1035,Maruti S PRESSO,Maruti,VXI ,2020,Manual,21269,1,Petrol,476199,10593,Zero downpayment,Chennai,Tamilnadu
1036,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,46621,1,Petrol,516999,11500,Zero downpayment,Chennai,Tamilnadu
1037,Hyundai Grand i10,Hyundai,gna 1.2 AT  VTVT ,2017,Automatic,52156,1,Petrol,535799,11919,Zero downpayment,Chennai,Tamilnadu
1038,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2016,Manual,28579,2,Petrol,388499,8642,Zero downpayment,Chennai,Tamilnadu
1039,Hyundai i10,Hyundai,SPORTZ 1.1 IRDE2 ,2015,Manual,48422,1,Petrol,400899,8918,Zero downpayment,Chennai,Tamilnadu
1040,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2019,Manual,26682,1,Petrol,615499,13691,Zero downpayment,Chennai,Tamilnadu
1041,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2015,Manual,20115,2,Petrol,343899,7650,Zero downpayment,Chennai,Tamilnadu
1042,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,27417,1,Petrol,498299,11084,Zero downpayment,Chennai,Tamilnadu
1043,Hyundai Eon,Hyundai,ERA PLUS (O) ,2017,Manual,20873,2,Petrol,357899,7961,Zero downpayment,Chennai,Tamilnadu
1044,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,32477,2,Petrol,379299,8437,Zero downpayment,Chennai,Tamilnadu
1045,Maruti Wagon R 1.0,Maruti,VXI OPT ,2017,Manual,18213,1,Petrol,450599,10023,Zero downpayment,Chennai,Tamilnadu
1046,Maruti Alto K10,Maruti,VXI ,2017,Manual,36279,1,Petrol,372599,8288,Zero downpayment,Chennai,Tamilnadu
1047,Maruti Alto K10,Maruti,VXI (O) AMT ,2019,Automatic,23534,1,Petrol,408199,9080,Zero downpayment,Chennai,Tamilnadu
1048,Maruti Alto K10,Maruti,VXI AMT ,2019,Automatic,12927,1,Petrol,435199,9681,Zero downpayment,Chennai,Tamilnadu
1049,Maruti Celerio,Maruti,ZXI OPT AMT ,2016,Automatic,52048,1,Petrol,439699,9781,Zero downpayment,Chennai,Tamilnadu
1050,Renault TRIBER,Renault,1.0 RXL PETROL ,2021,Manual,16304,2,Petrol,669899,14902,Zero downpayment,Chennai,Tamilnadu
1051,KIA SELTOS,KIA,HTK PLUS 1.5 PETROL ,2020,Manual,13063,1,Petrol,1235599,27485,Zero downpayment,Chennai,Tamilnadu
1052,Maruti Alto K10,Maruti,VXI ,2017,Manual,38893,1,Petrol,384599,8555,Zero downpayment,Chennai,Tamilnadu
1053,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ PETROL ,2020,Manual,4515,1,Petrol,688299,15311,Zero downpayment,Chennai,Tamilnadu
1054,Hyundai Creta,Hyundai,1.6 SX PLUS PETROL ,2018,Manual,31281,1,Petrol,1141999,25403,Zero downpayment,Chennai,Tamilnadu
1055,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,25735,1,Petrol,493899,10987,Zero downpayment,Chennai,Tamilnadu
1056,Renault Kwid,Renault,1.0 RXT Opt ,2018,Manual,27745,1,Petrol,383899,8540,Zero downpayment,Chennai,Tamilnadu
1057,Hyundai VENUE,Hyundai,1.0L Turbo GDI SX(O) MT ,2019,Manual,24659,1,Petrol,1019699,22683,Zero downpayment,Chennai,Tamilnadu
1058,Nissan Terrano,Nissan,XL PLUS 85 PS DEISEL ,2014,Manual,196026,1,Diesel,500699,11138,Zero downpayment,Chennai,Tamilnadu
1059,Renault Kwid,Renault,RXT ,2016,Manual,62557,1,Petrol,317399,7060,Zero downpayment,Chennai,Tamilnadu
1060,Volkswagen Polo,Volkswagen,COMFORTLINE 1.2L PETROL ,2012,Manual,38887,1,Petrol,358499,7975,Zero downpayment,Chennai,Tamilnadu
1061,Mahindra Thar,Mahindra,CRDE 4X4 BS IV ,2017,Manual,40777,2,Diesel,786599,17497,Zero downpayment,Chennai,Tamilnadu
1062,Maruti Ertiga,Maruti,VDI SHVS ,2016,Manual,86576,1,Diesel,765899,17037,Zero downpayment,Chennai,Tamilnadu
1063,Volkswagen Ameo,Volkswagen,COMFORTLINE 1.2 ,2017,Manual,26023,2,Petrol,536599,11936,Zero downpayment,Chennai,Tamilnadu
1064,Renault Kwid,Renault,RXT ,2015,Manual,46463,2,Petrol,322299,7169,Zero downpayment,Chennai,Tamilnadu
1065,Toyota Innova Crysta,Toyota,2.4 ZX 7 STR ,2016,Manual,154714,1,Diesel,1641499,36514,Zero downpayment,Chennai,Tamilnadu
1066,Toyota Innova Crysta,Toyota,2.4 ZX 7 STR ,2016,Manual,277105,1,Diesel,1561399,34732,Zero downpayment,Chennai,Tamilnadu
1067,Hyundai Elite i20,Hyundai,GNA 1.2 ,2016,Manual,32369,1,Petrol,534799,11896,Zero downpayment,Chennai,Tamilnadu
1068,Honda BR-V,Honda,1.5 i-VTEC S ,2017,Manual,52079,1,Petrol,751099,16708,Zero downpayment,Chennai,Tamilnadu
1069,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,28820,1,Petrol,579599,12893,Zero downpayment,Chennai,Tamilnadu
1070,Toyota Innova,Toyota,2.5 VX 8 STR BS IV ,2012,Manual,115553,2,Diesel,893199,19869,Zero downpayment,Chennai,Tamilnadu
1071,Hyundai Creta,Hyundai,1.6 E + VTVT ,2016,Manual,62251,1,Petrol,716299,15934,Zero downpayment,Chennai,Tamilnadu
1072,Hyundai Creta,Hyundai,1.6 SX PLUS VTVT ,2016,Manual,35974,2,Petrol,804599,17898,Zero downpayment,Chennai,Tamilnadu
1073,Mahindra Xylo,Mahindra,H8 ABS AIRBAG BS IV ,2017,Manual,212781,1,Diesel,765999,17039,Zero downpayment,Chennai,Tamilnadu
1074,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,67561,1,Petrol,565699,12584,Zero downpayment,Chennai,Tamilnadu
1075,Audi Q3,Audi,35 TDI Quattro ,2015,Automatic,73656,2,Diesel,1719199,38243,Zero downpayment,Chennai,Tamilnadu
1076,Maruti New  Wagon-R,Maruti,ZXI 1.2 ,2019,Manual,36420,1,Petrol,576599,12826,Zero downpayment,Chennai,Tamilnadu
1077,Hyundai Elite i20,Hyundai,STA 1.2 ,2016,Manual,54529,1,Petrol,619199,13774,Zero downpayment,Chennai,Tamilnadu
1078,Honda City,Honda,V MT PETROL ,2016,Manual,54548,3,Petrol,680999,15148,Zero downpayment,Chennai,Tamilnadu
1079,Maruti Vitara Brezza,Maruti,LDI OPT ,2016,Manual,83028,1,Diesel,658099,14639,Zero downpayment,Chennai,Tamilnadu
1080,Hyundai Elite i20,Hyundai,SPORTZ (O) 1.2 ,2015,Manual,64360,1,Petrol,552799,12297,Zero downpayment,Chennai,Tamilnadu
1081,Mahindra XUV500,Mahindra,W8 FWD ,2015,Manual,113261,1,Diesel,845999,18819,Zero downpayment,Chennai,Tamilnadu
1082,Jeep Compass,Jeep,2.0 LIMITED ,2017,Manual,24676,1,Diesel,1551499,34512,Zero downpayment,Chennai,Tamilnadu
1083,Toyota Etios Liva,Toyota,D 4D GD ,2012,Manual,76719,1,Diesel,422899,9407,Zero downpayment,Chennai,Tamilnadu
1084,Volkswagen Polo,Volkswagen,HIGHLINE1.2L PETROL ,2015,Manual,57637,2,Petrol,489899,10898,Zero downpayment,Chennai,Tamilnadu
1085,Honda Jazz,Honda,1.5 SV I DTEC ,2015,Manual,75319,2,Diesel,529899,11787,Zero downpayment,Chennai,Tamilnadu
1086,Maruti Dzire,Maruti,VDI AMT ,2017,Automatic,45121,1,Diesel,693399,15424,Zero downpayment,Chennai,Tamilnadu
1087,Hyundai VENUE,Hyundai,1.0 TURBO GDI SX+ AT ,2019,Automatic,14094,1,Petrol,1083799,24109,Zero downpayment,Chennai,Tamilnadu
1088,Maruti Swift Dzire,Maruti,VDI BS IV ,2016,Manual,46562,1,Diesel,592799,13186,Zero downpayment,Chennai,Tamilnadu
1089,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2017,Manual,54263,1,Diesel,707999,15749,Zero downpayment,Chennai,Tamilnadu
1090,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2018,Manual,48031,1,Petrol,641399,14268,Zero downpayment,Chennai,Tamilnadu
1091,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2014,Manual,33543,1,Petrol,432999,9632,Zero downpayment,Chennai,Tamilnadu
1092,Hyundai Creta,Hyundai,SX PETROL MT ,2020,Manual,4959,1,Petrol,1457599,32423,Zero downpayment,Chennai,Tamilnadu
1093,Ford Ecosport,Ford,1.5 TREND TI VCT ,2020,Manual,9459,1,Petrol,829899,18461,Zero downpayment,Chennai,Tamilnadu
1094,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2018,Manual,23044,1,Petrol,830399,18472,Zero downpayment,Chennai,Tamilnadu
1095,Hyundai Elite i20,Hyundai,1.4 CRDI ASTA (O) ,2019,Manual,46928,2,Diesel,771499,17162,Zero downpayment,Chennai,Tamilnadu
1096,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2018,Manual,48857,1,Petrol,830399,18472,Zero downpayment,Chennai,Tamilnadu
1097,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2016,Manual,36129,1,Petrol,398499,8864,Zero downpayment,Chennai,Tamilnadu
1098,Maruti Celerio,Maruti,Tour H2 ,2020,Manual,7474,1,Petrol,508799,11318,Zero downpayment,Chennai,Tamilnadu
1099,Maruti Swift,Maruti,VDI ABS ,2016,Manual,147960,1,Diesel,488599,10869,Zero downpayment,Chennai,Tamilnadu
1100,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2018,Manual,50423,1,Petrol,582999,12968,Zero downpayment,Chennai,Tamilnadu
1101,Hyundai Grand i10,Hyundai,SPORTZ (O) 1.2 AT VTVT ,2017,Automatic,18006,1,Petrol,600199,13351,Zero downpayment,Chennai,Tamilnadu
1102,Maruti Celerio,Maruti,ZXI AMT ,2016,Automatic,43766,1,Petrol,455399,10130,Zero downpayment,Chennai,Tamilnadu
1103,Maruti Alto 800,Maruti,LXI ,2016,Manual,55293,1,Petrol,289299,6435,Zero downpayment,Chennai,Tamilnadu
1104,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,24756,1,Petrol,352599,7843,Zero downpayment,Chennai,Tamilnadu
1105,Maruti Celerio,Maruti,ZXI AMT ,2017,Automatic,80951,1,Petrol,459599,10224,Zero downpayment,Chennai,Tamilnadu
1106,Maruti Wagon R 1.0,Maruti,VXI OPT AMT ,2017,Automatic,20540,2,Petrol,494199,10993,Zero downpayment,Chennai,Tamilnadu
1107,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,53148,2,Petrol,400199,8902,Zero downpayment,Chennai,Tamilnadu
1108,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,3059,1,Petrol,473599,10535,Zero downpayment,Chennai,Tamilnadu
1109,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2020,Manual,8893,1,Petrol,473999,10544,Zero downpayment,Chennai,Tamilnadu
1110,Maruti Alto 800,Maruti,LXI ,2018,Manual,2345,1,Petrol,341699,7601,Zero downpayment,Chennai,Tamilnadu
1111,Maruti XL6,Maruti,ZETA SHVS ,2020,Manual,43347,1,Petrol,997899,22198,Zero downpayment,Chennai,Tamilnadu
1112,Maruti Swift,Maruti,VXI ,2013,Manual,104148,1,Petrol,407599,9067,Zero downpayment,Chennai,Tamilnadu
1113,Maruti Wagon R 1.0,Maruti,VXI ,2013,Manual,50635,1,Petrol,335099,7454,Zero downpayment,Chennai,Tamilnadu
1114,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2017,Manual,27171,1,Petrol,441899,9830,Zero downpayment,Chennai,Tamilnadu
1115,Maruti Celerio,Maruti,VXI ,2018,Manual,53793,1,Petrol,431499,9598,Zero downpayment,Chennai,Tamilnadu
1116,Ford Figo,Ford,1.2 ZXI DURATEC ,2010,Manual,83014,2,Petrol,231599,5152,Zero downpayment,Chennai,Tamilnadu
1117,Maruti Swift Dzire,Maruti,VDI BS IV ,2013,Manual,119880,1,Diesel,445299,9905,Zero downpayment,Chennai,Tamilnadu
1118,Maruti Swift Dzire,Maruti,VDI BS IV ,2013,Manual,162740,1,Diesel,448399,9974,Zero downpayment,Chennai,Tamilnadu
1119,Nissan Micra,Nissan,XV PETROL ,2010,Manual,89073,2,Petrol,268699,5977,Zero downpayment,Chennai,Tamilnadu
1120,Volkswagen Ameo,Volkswagen,COMFORTLINE 1.2 ,2017,Manual,48626,1,Petrol,463099,10301,Zero downpayment,Chennai,Tamilnadu
1121,Hyundai Grand i10,Hyundai,STA 1.2 VTVT ,2016,Manual,69526,1,Petrol,545999,12145,Zero downpayment,Chennai,Tamilnadu
1122,Fiat Punto EVO,Fiat,EMOTION 1.3 MULTIJET ,2015,Manual,112092,1,Diesel,404799,9005,Zero downpayment,Chennai,Tamilnadu
1123,Volkswagen Ameo,Volkswagen,COMFORTLINE 1.2 ,2017,Manual,16280,2,Petrol,526499,11712,Zero downpayment,Chennai,Tamilnadu
1124,Renault Kwid,Renault,RXT ,2016,Manual,29163,1,Petrol,338399,7527,Zero downpayment,Chennai,Tamilnadu
1125,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,25636,1,Petrol,565799,12586,Zero downpayment,Chennai,Tamilnadu
1126,Renault Kwid,Renault,RXT 1.0 EASY-R  AT ,2016,Manual,17480,1,Petrol,378999,8431,Zero downpayment,Chennai,Tamilnadu
1127,Renault Kwid,Renault,RXT ,2016,Manual,50033,2,Petrol,335299,7459,Zero downpayment,Chennai,Tamilnadu
1128,Maruti Dzire,Maruti,ZXI AMT ,2017,Automatic,13767,1,Petrol,694399,15447,Zero downpayment,Chennai,Tamilnadu
1129,Maruti Swift,Maruti,VDI ,2013,Manual,88137,2,Diesel,407099,9056,Zero downpayment,Chennai,Tamilnadu
1130,Mahindra TUV300,Mahindra,T8 ,2016,Manual,88533,1,Diesel,727399,16181,Zero downpayment,Chennai,Tamilnadu
1131,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX VTVT OPT ,2014,Manual,60444,2,Petrol,600299,13353,Zero downpayment,Chennai,Tamilnadu
1132,Maruti Swift,Maruti,ZXI ,2016,Manual,69021,1,Petrol,502999,11189,Zero downpayment,Chennai,Tamilnadu
1133,Maruti Alto 800,Maruti,LXI ,2013,Manual,58509,1,Petrol,259399,5770,Zero downpayment,Chennai,Tamilnadu
1134,Maruti Ertiga,Maruti,VDI SHVS ,2016,Manual,61977,1,Diesel,814899,18127,Zero downpayment,Chennai,Tamilnadu
1135,Toyota Etios Liva,Toyota,G ,2011,Manual,63993,1,Petrol,335899,7472,Zero downpayment,Chennai,Tamilnadu
1136,Datsun Redi Go,Datsun,LIMITED EDITION ,2017,Manual,40664,1,Petrol,289699,6444,Zero downpayment,Chennai,Tamilnadu
1137,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2014,Manual,76518,1,Petrol,497299,11062,Zero downpayment,Chennai,Tamilnadu
1138,Honda BR-V,Honda,1.5 i-VTEC S ,2016,Manual,93313,1,Petrol,675999,15037,Zero downpayment,Chennai,Tamilnadu
1139,Maruti Swift,Maruti,VXI ,2018,Manual,75890,1,Petrol,544099,12103,Zero downpayment,Chennai,Tamilnadu
1140,Maruti Wagon R 1.0,Maruti,VXI AMT ,2017,Automatic,15957,3,Petrol,426099,9478,Zero downpayment,Chennai,Tamilnadu
1141,Skoda Rapid,Skoda,STYLE 1.6 MPI MT ,2017,Manual,47837,1,Petrol,796499,17718,Zero downpayment,Chennai,Tamilnadu
1142,Nissan Micra Active,Nissan,XL(O) ,2018,Manual,12702,1,Petrol,502199,11171,Zero downpayment,Chennai,Tamilnadu
1143,Maruti Swift,Maruti,VXI OPT ,2017,Manual,19826,1,Petrol,586799,13053,Zero downpayment,Chennai,Tamilnadu
1144,Hyundai Creta,Hyundai,1.6 E + VTVT ,2017,Manual,18789,2,Petrol,795399,17693,Zero downpayment,Chennai,Tamilnadu
1145,Hyundai Xcent,Hyundai,SX 1.2 ,2015,Manual,72116,1,Petrol,471199,10482,Zero downpayment,Chennai,Tamilnadu
1146,Volkswagen Vento,Volkswagen,1.2 TSI HIGHLINE PLUS AT ,2018,Automatic,36687,2,Petrol,925899,20596,Zero downpayment,Chennai,Tamilnadu
1147,Hyundai i20 Active,Hyundai,1.2 S ,2016,Manual,136381,1,Petrol,508399,11309,Zero downpayment,Chennai,Tamilnadu
1148,Hyundai Xcent,Hyundai,S 1.2 OPT ,2014,Manual,68542,2,Petrol,432399,9618,Zero downpayment,Chennai,Tamilnadu
1149,Maruti Celerio,Maruti,ZXI AMT ,2017,Automatic,58236,1,Petrol,454699,10115,Zero downpayment,Chennai,Tamilnadu
1150,Maruti Alto 800,Maruti,LXI ,2017,Manual,5362,1,Petrol,325199,7234,Zero downpayment,Chennai,Tamilnadu
1151,Hyundai i20 Active,Hyundai,1.2 S ,2015,Manual,101744,1,Petrol,569699,12673,Zero downpayment,Chennai,Tamilnadu
1152,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2018,Manual,38855,1,Petrol,515799,11474,Zero downpayment,Chennai,Tamilnadu
1153,Hyundai Verna,Hyundai,1.6 SX VTVT AT (O) ,2018,Automatic,25533,2,Petrol,1025099,22803,Zero downpayment,Chennai,Tamilnadu
1154,Hyundai Elite i20,Hyundai,GNA 1.2 ,2016,Manual,50050,1,Petrol,534799,11896,Zero downpayment,Chennai,Tamilnadu
1155,Hyundai i20 Active,Hyundai,1.2 S ,2015,Manual,59946,3,Petrol,570599,12693,Zero downpayment,Chennai,Tamilnadu
1156,Skoda Rapid,Skoda,Style 1.5 TDI AT ,2018,Automatic,64861,1,Diesel,1042699,23194,Zero downpayment,Chennai,Tamilnadu
1157,Maruti Swift,Maruti,VXI ,2019,Manual,27277,2,Petrol,570299,12686,Zero downpayment,Chennai,Tamilnadu
1158,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2017,Manual,30050,1,Petrol,775699,17255,Zero downpayment,Chennai,Tamilnadu
1159,Volkswagen Vento,Volkswagen,HIGHLINE 1.2 TSI AT ,2016,Manual,67694,1,Petrol,703099,15640,Zero downpayment,Chennai,Tamilnadu
1160,Renault Captur,Renault,RXE PETROL MT ,2018,Manual,26678,1,Petrol,733199,16310,Zero downpayment,Chennai,Tamilnadu
1161,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,58795,2,Petrol,547599,12181,Zero downpayment,Chennai,Tamilnadu
1162,Maruti Vitara Brezza,Maruti,ZDI PLUS ,2018,Manual,17065,1,Diesel,942999,20976,Zero downpayment,Chennai,Tamilnadu
1163,Maruti Ciaz,Maruti,VXI PLUS AMT ,2016,Automatic,33493,1,Petrol,679799,15122,Zero downpayment,Chennai,Tamilnadu
1164,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2016,Manual,81515,2,Diesel,658299,14643,Zero downpayment,Chennai,Tamilnadu
1165,Maruti Ciaz,Maruti,LPHA 1.4 VVT ,2017,Manual,53419,3,Petrol,709999,15794,Zero downpayment,Chennai,Tamilnadu
1166,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX VTVT ,2017,Manual,87381,1,Petrol,692599,15406,Zero downpayment,Chennai,Tamilnadu
1167,Maruti Vitara Brezza,Maruti,ZDI PLUS ,2018,Manual,41558,1,Diesel,922299,20516,Zero downpayment,Chennai,Tamilnadu
1168,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,33729,1,Petrol,666299,14821,Zero downpayment,Chennai,Tamilnadu
1169,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,20688,1,Petrol,656299,14599,Zero downpayment,Chennai,Tamilnadu
1170,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,12455,1,Petrol,464399,10330,Zero downpayment,Chennai,Tamilnadu
1171,Maruti Alto 800,Maruti,VXI ,2018,Manual,72301,1,Petrol,314999,7007,Zero downpayment,Chennai,Tamilnadu
1172,Maruti Ciaz,Maruti,DELTA 1.5 SHVS VVT MT ,2020,Manual,10730,1,Petrol,942799,20972,Zero downpayment,Chennai,Tamilnadu
1173,Honda City,Honda,V MT PETROL ,2016,Manual,33611,1,Petrol,742199,16510,Zero downpayment,Chennai,Tamilnadu
1174,Tata Tiago,Tata,XZ 1.05 REVOTORQ ,2017,Manual,80563,2,Diesel,448399,9974,Zero downpayment,Chennai,Tamilnadu
1175,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,69024,2,Petrol,555599,12359,Zero downpayment,Chennai,Tamilnadu
1176,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,18253,1,Petrol,714599,15896,Zero downpayment,Chennai,Tamilnadu
1177,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,56235,2,Petrol,583299,12975,Zero downpayment,Chennai,Tamilnadu
1178,Maruti IGNIS,Maruti,DELTA 1.2 K12 ,2019,Manual,10937,1,Petrol,537599,11959,Zero downpayment,Chennai,Tamilnadu
1179,Hyundai Elite i20,Hyundai,STA 1.4 CRDI ,2014,Manual,40582,1,Diesel,599199,13329,Zero downpayment,Chennai,Tamilnadu
1180,Hyundai Elite i20,Hyundai,ERA 1.2 ,2018,Manual,26226,2,Petrol,534499,11890,Zero downpayment,Chennai,Tamilnadu
1181,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,51194,1,Petrol,590699,13140,Zero downpayment,Chennai,Tamilnadu
1182,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,40982,1,Petrol,606199,13485,Zero downpayment,Chennai,Tamilnadu
1183,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2012,Manual,73841,1,Petrol,403699,8980,Zero downpayment,Chennai,Tamilnadu
1184,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,41280,1,Petrol,681399,15157,Zero downpayment,Chennai,Tamilnadu
1185,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,5082,1,Petrol,681399,15157,Zero downpayment,Chennai,Tamilnadu
1186,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,83895,2,Petrol,513699,11427,Zero downpayment,Chennai,Tamilnadu
1187,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,17625,1,Petrol,672599,14962,Zero downpayment,Chennai,Tamilnadu
1188,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,50154,1,Petrol,655899,14590,Zero downpayment,Chennai,Tamilnadu
1189,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,18073,1,Petrol,674999,15015,Zero downpayment,Chennai,Tamilnadu
1190,Maruti Alto K10,Maruti,VXI AMT ,2015,Automatic,32513,2,Petrol,331199,7367,Zero downpayment,Chennai,Tamilnadu
1191,Honda City,Honda,SV MT PETROL ,2016,Manual,48486,1,Petrol,657499,14626,Zero downpayment,Chennai,Tamilnadu
1192,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,29834,1,Petrol,635699,14141,Zero downpayment,Chennai,Tamilnadu
1193,Ford Ecosport,Ford,1.5AMBIENTE TI VCT ,2015,Manual,85860,1,Petrol,579799,12897,Zero downpayment,Chennai,Tamilnadu
1194,Renault Kwid,Renault,RXL1.0 EASY-R AT ,2017,Manual,68865,1,Petrol,333199,7412,Zero downpayment,Chennai,Tamilnadu
1195,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,42923,1,Petrol,558599,12426,Zero downpayment,Chennai,Tamilnadu
1196,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,88578,1,Petrol,557899,12410,Zero downpayment,Chennai,Tamilnadu
1197,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2018,Manual,72125,1,Petrol,780099,17353,Zero downpayment,Chennai,Tamilnadu
1198,Maruti Ciaz,Maruti,ZDI+ SHVS RS MT ,2016,Manual,89830,2,Diesel,668999,14882,Zero downpayment,Chennai,Tamilnadu
1199,Volkswagen Vento,Volkswagen,1.2 TSI HIGHLINE PLUS AT ,2019,Automatic,23602,2,Petrol,1018299,22651,Zero downpayment,Chennai,Tamilnadu
1200,Maruti New  Wagon-R,Maruti,ZXI 1.2 ,2019,Manual,25647,1,Petrol,591899,13166,Zero downpayment,Chennai,Tamilnadu
1201,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2017,Manual,54044,1,Diesel,886799,19726,Zero downpayment,Chennai,Tamilnadu
1202,Honda City,Honda,V MT PETROL ,2018,Manual,22225,1,Petrol,905799,20149,Zero downpayment,Chennai,Tamilnadu
1203,Toyota Etios Liva,Toyota,G ,2012,Manual,103182,2,Petrol,327799,7292,Zero downpayment,Chennai,Tamilnadu
